"location","zipcode","urban","population","r_vote","migration"
"Ebbing","15833",0,83511,9.74836694067335,31.9615705487375
"Belleville","ZIP:  14202",1,57290,-6.91992810932663,-4.06693986846607
"Ebbing","17537",0,83511,7.8756906505423,20.945945257355
"Castle Rock","Zip  14551",1,65658,-7.7275826642818,-4.71802206560843
"Castle Rock","ZIP:  17542",1,65658,-10.8510895534831,-41.4393296522768
"Ebbing","ZIP is  17659",0,83511,7.54949685830296,9.59110024430411
"Hilltop","ZIP:  17347",1,15690,-1.35921028739292,4.88459795940616
"Hilltop",NA,1,15690,-3.52094774945043,-13.3495216405678
"Alphaville","Zip  15818",0,164039,16.5381706906957,34.7206246386908
"Ebbing","14583",0,83511,9.34218777600603,31.6238102215398
"Alphaville","17954",0,164039,17.3343386926266,35.1792662865776
"Alphaville","ZIP is  15278",0,164039,16.0430402948146,26.6233236069385
"Hilltop","16914",1,15690,-3.80890699876301,-20.4927531741817
"Castle Rock","15326",1,65658,-8.16127145934544,-10.6600409567311
"Belleville","16484",1,57290,-7.34980530584613,-18.2185339725955
"Flagstone","ZIP is  18620",1,106161,-12.7910365071757,-23.1786216056414
"Castle Rock","ZIP is  14913",1,65658,-8.26949210929307,-16.1355868125089
"Ebbing","18659",0,83511,8.64615052288798,22.4144722823727
"Ebbing","ZIP is  14825",0,83511,7.49417997531982,15.816166657604
"Castle Rock","ZIP:  14747",1,65658,-8.42936135353659,-24.29356148301
"Ebbing","15028",0,83511,9.58920931068574,32.8999396998119
"Hilltop","Zip  16891",1,15690,-1.73847618193509,2.19568743538855
"Janestown","15029",1,3092,-3.24240409983999,-11.6653458799682
"Dogville","ZIP is  14482",0,25764,4.2878745778719,29.0656755424403
"Dogville","ZIP:  15503",0,25764,3.04515389246554,30.6991800365355
"Krasnoy","ZIP:  17348",1,113419,-13.5085378517525,-24.7657847804901
"Dogville","Zip  18348",0,25764,4.11220065336121,33.3894871964208
"Flagstone","Zip  18607",1,106161,-12.1757927092423,-28.0689943946124
"Castle Rock","ZIP is  17450",1,65658,-10.3104403169712,-32.1570616090339
"Ebbing","ZIP is  15435",0,83511,8.03149160992484,2.12198878795648
"Ebbing","ZIP is  18474",0,83511,8.57396864921854,19.2697569167434
"Alphaville","ZIP is  14044",0,164039,16.9906531944529,33.084236893329
"Belleville","ZIP:  15022",1,57290,-5.95190400711913,8.25586887865301
"Flagstone","Zip  15942",1,106161,-12.4092557142556,-29.6853536480198
"Flagstone","Zip  17556",1,106161,-11.69934767529,-22.8923483644474
"Krasnoy","ZIP is  14856",1,113419,-10.5986671502581,4.81875816129713
"Janestown","ZIP:  17798",1,3092,-1.54973583989517,2.27248941692201
"Gravity Falls","ZIP:  15837",1,24649,-5.331653671745,-25.7230684657508
"Gravity Falls","ZIP is  18000",1,24649,-5.76562817413468,-25.1000759376244
"Dogville","Zip  17977",0,25764,1.31103008515511,3.31787648725331
"Ebbing","Zip  16937",0,83511,7.18440324707808,8.04246843172604
"Innsmouth","ZIP:  18737",1,51682,-6.91667643769259,-14.9830664578354
"Belleville","17127",1,57290,-8.04874068801197,-19.9510982857079
"Krasnoy","15520",1,113419,-11.8657226144018,-11.6622708793977
NA,"ZIP is  14137",1,57290,-7.88851846417655,-16.4429336659029
"Krasnoy","ZIP is  18941",1,113419,-12.9949013515783,-20.5775236175564
"Dogville","17813",0,25764,3.17190698965964,21.1604815191577
"Hilltop","Zip  18497",1,15690,-3.21448407126715,-17.7996350117463
"Flagstone","ZIP:  14102",1,106161,-12.2980923230852,-26.7163383864969
"Gravity Falls","ZIP:  14195",1,24649,-4.8096010977625,-14.6309802256857
"Belleville","15608",1,57290,-6.91574615363387,-9.51048125446411
"Krasnoy","ZIP:  18378",1,113419,-13.7308838230335,-35.0131993572405
"Innsmouth","14952",1,51682,-5.98715706353627,-11.5018034801578
"Castle Rock","ZIP is  18614",1,65658,-7.86516403907782,-18.596181080269
"Castle Rock","ZIP:  16920",1,65658,-7.54500834273252,-12.9137502831571
"Gravity Falls","ZIP is  14334",1,24649,-4.15675931558209,-11.7445047397195
"Alphaville","ZIP is  16619",0,164039,16.3735103948955,22.67496709781
"Ebbing","ZIP:  14964",0,83511,7.52171435203783,10.2175303023945
"Alphaville","ZIP is  17782",0,164039,16.8664739592601,18.6189809288563
"Hilltop","Zip  15896",1,15690,-3.98795760847538,-12.6364713580128
"Ebbing","ZIP:  17538",0,83511,10.4671094434196,38.1453410160914
"Castle Rock","ZIP:  18709",1,65658,-7.42325172205246,-9.34348133176676
"Ebbing","Zip  17713",0,83511,8.5779176538084,13.342909671717
"Innsmouth","Zip  15075",1,51682,-6.74147786773827,-13.1059482000189
"Belleville","15704",1,57290,-9.17064593728346,-24.6984629393465
"Alphaville","Zip  18402",0,164039,16.9957044815904,32.282369330626
"Innsmouth","ZIP:  18427",1,51682,-7.31106219628751,-29.7951639145096
"Krasnoy","16402",1,113419,-12.985511286643,-20.7853368620358
"Gravity Falls","Zip  14967",1,24649,-5.17066347391662,-22.7589634350436
"Innsmouth","ZIP is  17832",1,51682,-8.19706991020635,-1.00778767267028
"Krasnoy","ZIP:  16824",1,113419,-13.2460968890036,-23.4375712465459
"Innsmouth","ZIP:  16275",1,51682,-7.08005043871549,-20.0204641120851
"Ebbing","Zip  15727",0,83511,7.26985537969828,9.47890867780431
"Innsmouth","ZIP:  15633",1,51682,-7.04087210962609,-1.85227121051322
"Alphaville","ZIP is  16940",0,164039,15.3149539598097,3.92784477011093
"Janestown","ZIP:  15749",1,3092,-3.29034015283793,-20.5561129853157
"Innsmouth","ZIP is  15144",1,51682,-6.79022889009272,-16.782453481956
"Belleville","ZIP is  15607",1,57290,-7.80125945881872,-22.3652578340386
"Belleville","Zip  18571",1,57290,-8.73301827736004,-23.4528217871217
"Hilltop","ZIP:  17142",1,15690,-3.96121842007446,-18.4598530419437
"Janestown","Zip  17634",1,3092,-3.32398067702901,-24.0808469481026
"Flagstone","17842",1,106161,-13.8762702800027,-35.3811366498465
"Krasnoy","ZIP:  16384",1,113419,-12.9564245942215,-30.1547457684092
"Dogville","ZIP is  15900",0,25764,3.92288109556219,41.3804411048961
"Castle Rock","ZIP:  15345",1,65658,-9.57144769275796,-32.9797841717767
"Innsmouth","14421",1,51682,-7.19335837210283,-15.1543923424056
"Hilltop","ZIP is  14247",1,15690,-4.3901780816596,-29.9784970609201
"Ebbing","ZIP is  18708",0,83511,9.93498641919209,32.2395435525411
NA,"ZIP:  18664",0,164039,16.0752888456406,22.8113375126697
"Dogville","ZIP:  15937",0,25764,2.13838388563712,14.2521038128199
"Ebbing","ZIP is  14316",0,83511,7.92114523017031,15.3794719007449
"Ebbing","18997",0,83511,8.21754995651056,14.8199606206745
"Ebbing","ZIP:  17775",0,83511,7.93421601825853,24.2782791732467
"Ebbing","ZIP is  18976",0,83511,8.11709350685874,15.8314420531584
"Alphaville","16928",0,164039,16.624455304998,34.8603685703179
"Belleville","ZIP is  16120",1,57290,-7.60421638645905,-16.9057726330766
"Innsmouth","Zip  18671",1,51682,-8.68338485427066,-30.469278440308
"Flagstone","ZIP is  14182",1,106161,-12.8677294391644,-26.5622902546799
"Innsmouth","14008",1,51682,-6.85704976694251,7.30741985991102
"Flagstone","ZIP:  14569",1,106161,-12.6170517139649,-21.6108179985375
"Castle Rock","ZIP:  16831",1,65658,-8.0563831871747,-12.5211191655743
"Krasnoy","ZIP:  14385",1,113419,-12.8321890218881,-12.2175831334804
"Krasnoy","15145",1,113419,-13.1897486541988,-21.8155209031177
"Hilltop","Zip  14621",1,15690,-4.21297066360842,-9.02610410974758
"Innsmouth","ZIP:  15327",1,51682,-8.20996664294758,-37.6709617991358
"Krasnoy","14150",1,113419,-12.6447783115077,-17.5499348636257
"Janestown","Zip  17800",1,3092,-1.68202311946398,-5.10990470409355
"Gravity Falls","Zip  18577",1,24649,-1.45847315004592,18.5763679248911
"Krasnoy","ZIP is  18083",1,113419,-12.8795848719723,-9.93198884576685
"Castle Rock","15770",1,65658,-8.22090772494444,-24.6298834760152
"Alphaville","16726",0,164039,15.7664828830927,20.9407286350571
"Flagstone","Zip  16451",1,106161,-11.3251668888145,-1.49645371985597
"Alphaville","15208",0,164039,16.8193422934376,33.3838580765009
"Janestown","ZIP is  16023",1,3092,-2.00636204141463,-0.948228073440407
"Innsmouth","ZIP:  16745",1,51682,-5.70823142425854,-2.87771967214336
"Hilltop","ZIP:  17005",1,15690,-5.20891221279837,-31.2573532671955
"Alphaville","17604",0,164039,17.9487553759527,52.4509532284386
"Hilltop","Zip  14327",1,15690,-2.72055226708821,-4.1037962073854
"Dogville","18486",0,25764,5.00296988323436,48.4361060326905
"Belleville","17047",1,57290,-7.61871363821952,-21.3795442924188
"Ebbing","ZIP:  16147",0,83511,8.40407835108705,22.5479805658254
"Castle Rock","Zip  14296",1,65658,-9.9351711699478,-31.8252439422394
"Alphaville","Zip  16867",0,164039,16.4568077708414,19.528976616808
"Janestown","ZIP:  15114",1,3092,-2.54617080482104,-4.4298311777034
"Castle Rock","Zip  18711",1,65658,-10.198212371956,-42.2701178894933
"Dogville","17311",0,25764,0.704976689763936,-5.46665753769987
"Gravity Falls","ZIP:  17184",1,24649,-4.7951101136752,-15.9916888358397
"Castle Rock","Zip  16460",1,65658,-7.81196645925787,-16.3341352237111
"Alphaville","ZIP is  18662",0,164039,16.0165963295852,34.3067184307668
"Krasnoy","Zip  14791",1,113419,-11.9642965856396,-5.08117883033002
"Belleville","ZIP:  17563",1,57290,-9.45478859512591,-33.1964152992408
"Belleville","ZIP:  16136",1,57290,-8.04129298693905,-21.846861418113
"Alphaville","Zip  18690",0,164039,16.1372987420999,27.4221962439424
"Hilltop","ZIP:  18762",1,15690,-4.98525847550486,-40.7727491187739
"Castle Rock","14869",1,65658,-9.00249410829996,-21.9285918918767
"Krasnoy","ZIP:  18065",1,113419,-13.5308883763996,-26.2933945158845
"Gravity Falls","ZIP is  15630",1,24649,-3.40559239433538,-5.99360257468199
"Castle Rock","Zip  16776",1,65658,-7.18446893651091,-7.36788306051991
"Innsmouth","18914",1,51682,-6.99277439156667,-3.4009045650454
"Belleville","ZIP:  14729",1,57290,-6.62447466430137,5.03238862481544
"Krasnoy","ZIP is  14451",1,113419,-13.7366450723726,-26.0053726152704
"Gravity Falls","ZIP:  14457",1,24649,-3.84667234931552,-14.1544729425868
"Flagstone","ZIP is  16155",1,106161,-12.3515518103625,-23.5941348421089
"Belleville","16537",1,57290,-8.72337431635399,-28.7834393409975
"Alphaville","Zip  17794",0,164039,15.2770071671428,8.17976559354816
"Innsmouth","ZIP is  15624",1,51682,-7.25435531128432,-18.18495631217
"Flagstone","ZIP is  16180",1,106161,-11.5969040012604,-12.6578529536168
"Belleville","14862",1,57290,-7.23038114432259,-25.2182567532519
"Hilltop","17833",1,15690,-5.92144767198197,-47.0383275629392
"Alphaville","18826",0,164039,16.893352957118,41.6521837838852
"Innsmouth","ZIP is  18474",1,51682,-6.01266489260984,-6.2853658605045
"Innsmouth","ZIP is  18699",1,51682,-6.50375825237415,-7.30819552646172
"Ebbing","Zip  15662",0,83511,6.80031820347327,0.869007649804982
"Innsmouth","18477",1,51682,-7.56738633682062,-15.3385365541681
"Janestown","ZIP:  18805",1,3092,-3.05626815959099,-7.75491825169534
"Innsmouth","Zip  16626",1,51682,-5.33121715080439,1.76598675627042
"Gravity Falls","ZIP is  16929",1,24649,-4.32136209734629,-12.9351742783324
"Ebbing","15343",0,83511,6.72696959834425,13.6592698554309
"Dogville","Zip  18270",0,25764,2.09132664485513,4.03658603582175
"Krasnoy","ZIP is  15318",1,113419,-13.2763482097367,-16.4603345522033
"Janestown","ZIP is  17254",1,3092,-3.50206308830193,-24.6088261311315
"Alphaville","17269",0,164039,16.7583127860377,28.675804238659
"Flagstone","Zip  17258",1,106161,-12.2350561477698,-29.6037780698386
"Castle Rock","ZIP:  18961",1,65658,-8.3922819886182,-14.6812557523672
"Hilltop","ZIP:  16236",1,15690,-3.29858923338454,1.19716024536243
"Dogville","15457",0,25764,1.71909127902038,4.93984321040138
"Alphaville","ZIP:  15468",0,164039,16.567531950841,29.9168247999809
"Hilltop","ZIP:  15269",1,15690,-3.14966492852485,-4.68184520724445
"Krasnoy","Zip  18335",1,113419,-14.2999322586142,-31.8419275818879
"Belleville","ZIP:  15171",1,57290,-6.59270976313628,-11.6224171437064
"Innsmouth","14243",1,51682,-5.36406583008925,0.921413330973828
"Castle Rock","ZIP is  17374",1,65658,-10.694684546503,-42.7100599128226
"Krasnoy","ZIP:  16692",1,113419,-11.7230380395327,-12.3062588405031
"Innsmouth","ZIP:  14981",1,51682,-9.2999482238336,-19.6183852034361
"Belleville","ZIP is  18379",1,57290,-6.51172414344732,-17.4612195397365
"Dogville","14127",0,25764,1.21310358160741,-0.0871652924632386
"Janestown","15464",1,3092,-1.8492455845349,-8.57737335360184
"Gravity Falls","ZIP:  18651",1,24649,-6.69129335702101,-37.139451414088
"Janestown","ZIP:  17006",1,3092,-1.09705403021176,-0.437430739225634
"Belleville","Zip  15335",1,57290,-8.37656946674511,-23.1372554860649
"Gravity Falls","Zip  16344",1,24649,-5.01786659330841,-20.3113850426229
"Hilltop","Zip  15254",1,15690,-2.82356322459133,-14.0264548590183
"Ebbing","ZIP:  15090",0,83511,7.81210694630063,20.237105698885
"Flagstone","Zip  15803",1,106161,-13.1552777808033,-25.412048878919
"Ebbing","Zip  15818",0,83511,8.47561103568321,23.5238552876838
"Gravity Falls","Zip  16254",1,24649,-5.13036568142138,-22.1724148166548
"Belleville","ZIP:  18715",1,57290,-7.89859192991948,-20.1922289784936
"Janestown","15815",1,3092,-3.87471194915198,-31.0692449011893
"Alphaville","ZIP:  18427",0,164039,16.5329066003506,42.3376535499187
"Innsmouth","ZIP:  16542",1,51682,-6.21381740010224,-15.5054780718891
"Dogville","18219",0,25764,3.7035227301974,23.8479217164131
"Castle Rock","ZIP:  17889",1,65658,-9.69393958267914,-29.0585473930072
"Krasnoy","ZIP:  15664",1,113419,-13.7622440293436,-30.9966318130467
"Castle Rock","ZIP is  16279",1,65658,-7.61727796647077,5.73027151635898
"Janestown","ZIP is  16307",1,3092,-1.84934777760732,-12.8028105773872
"Dogville","ZIP is  17208",0,25764,3.80098634074877,28.127432324548
"Dogville","18170",0,25764,3.18147988426228,15.1588366279935
"Hilltop","18502",1,15690,-3.96050448491847,-24.0735269998839
"Innsmouth","Zip  15518",1,51682,-7.73608168767483,-13.0189951199672
"Castle Rock","ZIP:  15837",1,65658,-8.10229311938549,-13.7481066988256
"Belleville","Zip  16174",1,57290,-7.45211610573112,-17.168817782865
"Ebbing","ZIP is  14349",0,83511,7.89667292664558,18.9009903502669
"Janestown","ZIP:  18004",1,3092,-2.74119924085395,-12.4637897122494
"Hilltop","ZIP:  18168",1,15690,-2.59780774498683,-12.256573811553
"Janestown","16059",1,3092,-2.58852446266486,-11.3259909769444
"Janestown","ZIP is  16647",1,3092,-3.45918224483097,-24.0439432461847
"Innsmouth","15439",1,51682,-6.61588110260266,-17.4457414056393
"Belleville","18363",1,57290,-6.31632316699616,-17.219579870032
"Belleville","15981",1,57290,-7.32535503450091,-20.0058448015362
"Krasnoy","Zip  17541",1,113419,-13.8940904625391,-28.521034782825
"Dogville","ZIP is  14596",0,25764,2.10476379174056,8.45347392734278
"Alphaville","18171",0,164039,17.9708204618061,44.9799716956041
"Ebbing","Zip  15325",0,83511,8.23921498441012,12.8984245249796
"Krasnoy","17928",1,113419,-14.650744918501,-54.1769464627512
"Belleville","ZIP is  17133",1,57290,-6.90348633587144,-18.0760685890214
"Castle Rock","ZIP is  18307",1,65658,-8.08609582804128,-15.294882526325
"Flagstone","Zip  18322",1,106161,-12.4441539942716,-21.8127483971453
"Krasnoy","18870",1,113419,-13.1972075996877,-25.3093433620671
"Belleville","15447",1,57290,-6.03155487406199,-4.79618534455277
"Gravity Falls","ZIP:  18793",1,24649,-5.15105019055485,-17.5910727724383
"Flagstone","ZIP is  18598",1,106161,-12.3720964541778,-20.0040153382858
"Janestown","ZIP:  17894",1,3092,-3.29727349938528,-26.5704471683844
"Castle Rock","ZIP:  18725",1,65658,-9.54145633900816,-36.5633602267773
"Ebbing","Zip  15314",0,83511,8.90495487062175,25.9151697999736
"Dogville","ZIP is  16197",0,25764,1.59997792900546,2.43039176418215
"Gravity Falls","Zip  16061",1,24649,-3.90311381038715,-9.02145968721143
"Flagstone","ZIP:  17960",1,106161,-13.7089383642513,-30.6941224951997
"Dogville","18013",0,25764,2.66964804049322,19.2358721444937
"Dogville","16027",0,25764,2.58038039737576,16.9910413348004
"Krasnoy","14432",1,113419,-14.1432577167337,-33.462685782583
"Innsmouth","17263",1,51682,-5.52142292420027,-2.58812031486498
"Belleville","ZIP:  15783",1,57290,-9.51175548287264,-34.0173614181707
"Ebbing","18069",0,83511,8.26128452652539,20.3329301089818
"Krasnoy","14513",1,113419,-12.0957434412237,-4.40124981051367
"Alphaville","ZIP:  15345",0,164039,15.6023496386374,14.7671103669041
"Castle Rock","17280",1,65658,-10.4330088650064,-35.6768979084939
"Alphaville","Zip  17498",0,164039,15.4830888053123,15.5566672150782
"Hilltop","ZIP:  14936",1,15690,-2.86982101665038,-3.49447473672088
"Belleville","ZIP:  15438",1,57290,-7.37165132858329,-19.2711774173433
"Innsmouth","ZIP is  15841",1,51682,-7.53144190818484,-15.9794966493098
"Flagstone","ZIP is  16838",1,106161,-11.471219247039,-10.6964798466923
"Ebbing","ZIP:  16024",0,83511,8.02676491594472,12.4080886195886
"Janestown","ZIP:  15698",1,3092,-2.45585251675009,-22.4635106289045
"Krasnoy","ZIP is  17790",1,113419,-11.0648157587367,7.30142988111589
"Hilltop","ZIP:  17563",1,15690,-2.86655602615254,-3.09986759233605
"Flagstone","16402",1,106161,-12.9090359919195,-28.87731684904
"Alphaville","18363",0,164039,15.8239655644029,24.5207329377547
"Castle Rock","ZIP:  16208",1,65658,-8.4735923219419,-4.36316730385033
"Hilltop","18618",1,15690,-3.46900968155038,-32.4447835656359
"Krasnoy","Zip  18176",1,113419,-13.5629849028511,-27.0318011444513
"Belleville","ZIP:  18302",1,57290,-7.73533013901442,-18.1628361769039
"Belleville","ZIP is  18747",1,57290,-8.15666755071764,-14.9012692988822
"Janestown","Zip  15288",1,3092,-3.03868286193661,-25.6418074491459
"Innsmouth","ZIP is  16887",1,51682,-6.26883575728418,2.29167863196519
"Alphaville","ZIP is  16109",0,164039,15.7000272392897,28.3431770798511
"Krasnoy","15507",1,113419,-13.7989315443352,-31.4282503206251
"Gravity Falls","ZIP is  17638",1,24649,-2.6799436507828,9.53166231858961
"Janestown","18882",1,3092,-2.72287259209922,-13.2786872414376
"Belleville","ZIP:  15451",1,57290,-8.52638909688297,-14.5314812018696
"Alphaville","ZIP:  16374",0,164039,16.2759529837739,16.7343617017093
"Krasnoy","14662",1,113419,-13.0650365421006,-19.6404779475904
"Gravity Falls","ZIP:  17213",1,24649,-3.60995075405134,-6.53295107337672
"Ebbing","14572",0,83511,7.56241802634872,7.46546491101214
"Belleville","16274",1,57290,-8.95378023388032,-33.2095623084494
"Dogville","ZIP:  15633",0,25764,1.53763370814825,0.281764207707999
"Hilltop","ZIP:  14995",1,15690,-2.89902870377855,-8.16523344234556
"Hilltop","17408",1,15690,-4.37613277539422,-22.8100992988446
"Krasnoy","Zip  15452",1,113419,-13.7613225148104,-28.8681819663415
"Dogville","ZIP:  14473",0,25764,2.91474756405732,13.5315041177664
"Gravity Falls","Zip  15909",1,24649,-2.3695542878765,9.37271690763829
"Flagstone","ZIP is  18146",1,106161,-13.3871874015356,-29.5573501946874
"Ebbing","15024",0,83511,7.37741659834054,13.8672170502555
"Janestown","Zip  18425",1,3092,-1.15358880120884,0.250965673895226
"Gravity Falls","ZIP is  17555",1,24649,-3.37522254975517,-17.6684657516207
"Krasnoy","ZIP is  16020",1,113419,-12.2178180713852,-3.12396480537602
"Alphaville","Zip  16114",0,164039,16.9243873705256,31.3935699575369
"Janestown","ZIP is  14944",1,3092,-1.94265164734147,-16.2179552976738
"Innsmouth","ZIP is  16146",1,51682,-8.07962286222722,-36.974809794311
"Alphaville","ZIP:  14728",0,164039,18.276276313136,40.0554321019841
"Ebbing","Zip  15898",0,83511,8.60859656161734,6.42139720520691
"Janestown","15640",1,3092,-2.37034984227832,-11.3567601388975
"Flagstone","ZIP:  15102",1,106161,-11.9215966806595,-1.20876208147258
"Innsmouth","Zip  18833",1,51682,-6.73277404740456,-15.116595427312
"Alphaville","ZIP:  17149",0,164039,14.3016597592593,10.1753637998042
"Castle Rock","Zip  16923",1,65658,-7.91990504243575,-12.9744680424434
"Alphaville","ZIP:  16639",0,164039,16.7794287198994,31.463374061058
"Castle Rock","Zip  17364",1,65658,-9.86533111738591,-27.9401620889982
"Belleville","ZIP is  16182",1,57290,-7.79650703697696,-24.4350018052767
"Dogville","ZIP is  17825",0,25764,4.54299556477137,34.3435732937241
"Alphaville","ZIP is  17488",0,164039,16.3838899099939,19.0133490599153
"Krasnoy","Zip  15883",1,113419,-13.2454083006888,-22.6675087716002
"Krasnoy","ZIP:  17836",1,113419,-14.1703937587127,-29.3565489067722
"Ebbing","Zip  18918",0,83511,9.46610693222896,26.3003032797649
"Ebbing","Zip  14909",0,83511,7.52996496211903,4.50208366081323
"Hilltop","ZIP:  14487",1,15690,-3.85916469757366,-27.7771122163907
"Flagstone","Zip  18957",1,106161,-12.7072760599888,-31.8240871081734
"Janestown","ZIP is  17790",1,3092,-1.76400639479961,2.19117010353608
"Krasnoy","Zip  16267",1,113419,-15.7714698577242,-58.7776893164391
"Flagstone","ZIP:  17760",1,106161,-12.7919918221668,-31.1763239280621
"Innsmouth","ZIP:  17605",1,51682,-6.84034540793898,-14.576272487044
"Ebbing","ZIP:  16057",0,83511,9.78284030113171,24.426379252372
"Alphaville","ZIP is  14614",0,164039,17.5446790756262,15.2707958079387
"Flagstone","17151",1,106161,-13.573435436432,-37.1966832162899
"Ebbing","17198",0,83511,8.87157085732313,15.7200947070869
"Ebbing","ZIP:  17322",0,83511,9.8276034977804,20.6076572720855
"Janestown","Zip  18511",1,3092,-2.63557195032436,-19.8045630434839
"Janestown","Zip  15581",1,3092,-3.75409651931308,-48.5918626216194
"Dogville","ZIP:  16196",0,25764,2.16634014414836,0.203182358954461
"Flagstone","ZIP is  18536",1,106161,-12.7748303036815,-33.7569530746355
"Krasnoy","15427",1,113419,-11.0239366486799,2.95347108510285
"Belleville","ZIP:  15844",1,57290,-8.27125958107074,-30.7323915798723
"Dogville","ZIP is  16536",0,25764,4.1418293995806,22.273360396336
"Dogville","17121",0,25764,2.64882957722431,9.32737801534689
"Alphaville","ZIP:  18793",0,164039,17.6374932451156,29.7907774809667
"Innsmouth","ZIP:  15908",1,51682,-6.70634458422049,-8.05224280771626
"Dogville","15010",0,25764,2.17263577210652,3.66148587609915
"Belleville","ZIP is  17203",1,57290,-8.4401174315109,-36.8830764705817
"Hilltop","ZIP is  15489",1,15690,-3.30853005532088,-13.674160331748
"Krasnoy","ZIP is  16302",1,113419,-13.8632889162189,-36.2484057206298
"Krasnoy","ZIP is  14224",1,113419,-12.613273947171,-20.8652764345527
"Flagstone","ZIP is  15480",1,106161,-14.7317893142882,-52.6858785917615
"Castle Rock","Zip  18137",1,65658,-8.25879930077085,-8.71855585545345
"Dogville","ZIP:  18581",0,25764,1.44469300445616,-2.27038402938576
"Dogville","17439",0,25764,2.49617707729984,10.7271432268069
"Innsmouth","14820",1,51682,-6.35997771160386,-14.8040667195176
"Hilltop","ZIP:  15633",1,15690,-2.79681974365741,-14.9495957194233
"Flagstone","ZIP is  18462",1,106161,-12.9194802590677,-26.9359072057636
"Innsmouth","14109",1,51682,-8.82301167571202,-45.0151141633343
"Krasnoy","ZIP:  17847",1,113419,-13.4241641418972,-26.4235565643427
"Belleville","ZIP is  15556",1,57290,-6.66353568164068,1.76303992928571
"Castle Rock","15905",1,65658,-9.05345703529416,-27.2145650692457
"Krasnoy","ZIP:  16917",1,113419,-12.7960696992366,-25.3083493361385
"Belleville","14294",1,57290,-7.33691173164191,-18.8403548084125
"Gravity Falls","ZIP:  18107",1,24649,-3.94088718637205,-11.797593420979
"Belleville","Zip  15679",1,57290,-7.88536060111011,-30.8124893835774
"Ebbing","ZIP is  14225",0,83511,7.4457167074116,6.054376958305
"Gravity Falls","17986",1,24649,-4.45987554389433,-17.6740225160165
"Janestown","ZIP:  17120",1,3092,-2.71083896882284,-24.0643424622324
"Castle Rock","15650",1,65658,-9.34194077366392,-30.4038841062445
"Alphaville","ZIP:  14074",0,164039,15.403492710624,9.92907003254521
"Janestown","18566",1,3092,-2.77907974451727,-22.9408138925083
"Hilltop","Zip  18436",1,15690,-5.37065497416985,-31.9655241790836
"Castle Rock","ZIP is  14880",1,65658,-8.64186484465789,-23.6557639208377
"Castle Rock","Zip  17494",1,65658,-8.42051056849326,-20.2210387785367
"Innsmouth","Zip  14883",1,51682,-5.75717066399215,5.54358261550745
"Janestown","16096",1,3092,-2.01890519128659,-15.1553255692319
"Castle Rock","ZIP is  18328",1,65658,-8.71768061018125,-18.6076954722844
"Gravity Falls","ZIP is  18445",1,24649,-3.54963888108087,-18.5191643023953
"Ebbing","Zip  17770",0,83511,9.67743599534539,22.0197969348695
"Krasnoy","16796",1,113419,-14.0173951770146,-52.0132189016632
"Alphaville","ZIP:  15272",0,164039,16.6254066874077,18.74276065064
"Belleville","ZIP:  16045",1,57290,-6.74610066670539,-18.5857625292439
"Innsmouth","15169",1,51682,-6.0070695226277,-14.1609987356671
"Krasnoy","ZIP is  18445",1,113419,-15.2789975707989,-48.9323990585862
"Innsmouth","Zip  18112",1,51682,-6.83324283352578,-1.60864750252112
"Hilltop","Zip  18833",1,15690,-4.22065615630793,-25.6951513743128
"Ebbing","ZIP:  14318",0,83511,6.82839811345236,-8.43508890807531
"Castle Rock","14671",1,65658,-9.10202748886905,-30.423651126526
"Dogville","ZIP is  17743",0,25764,2.91373861017345,12.7912546426319
"Hilltop","18790",1,15690,-2.84594547707002,-13.1324071994093
"Alphaville","ZIP is  17084",0,164039,16.3993510816818,21.0450916564527
"Innsmouth","ZIP:  18709",1,51682,-6.86514119934039,-16.9291910363954
"Dogville","Zip  17534",0,25764,1.93635951897449,3.80051725415531
"Hilltop","Zip  14616",1,15690,-4.57747710478862,-33.3203865864074
"Krasnoy","ZIP:  17222",1,113419,-11.7297793139747,-7.48537179394387
"Gravity Falls","17422",1,24649,-2.83175623671492,-1.02835051994837
"Janestown","Zip  18203",1,3092,-2.60420256968067,-25.880576175688
"Janestown","17080",1,3092,-2.49424786546434,-23.3544322104457
"Flagstone","17818",1,106161,-13.3791476033109,-33.1687422313576
"Alphaville","ZIP is  15514",0,164039,15.6003735382169,24.1221491105967
"Castle Rock","Zip  17899",1,65658,-10.1738655589763,-38.0261054698308
"Ebbing","ZIP:  17675",0,83511,6.87401562186245,-7.85383056428401
"Castle Rock","ZIP:  16474",1,65658,-8.29983543430827,-17.7074491492779
"Janestown","ZIP:  14878",1,3092,-3.01194943386858,-32.013107817818
"Gravity Falls","ZIP:  15678",1,24649,-6.66023094424829,-40.9982983650324
"Flagstone","Zip  17661",1,106161,-12.9354224905647,-33.3895525538437
"Ebbing","ZIP is  18645",0,83511,8.52780741311404,21.9162481401349
"Gravity Falls","ZIP is  14424",1,24649,-4.20656827559265,-11.9930969086695
"Innsmouth","ZIP:  14488",1,51682,-6.85895310866683,-18.442670404148
"Hilltop","Zip  14638",1,15690,-4.6198536377973,-34.956056742115
"Krasnoy","Zip  15290",1,113419,-13.2512937263876,-22.5372391721425
"Alphaville","ZIP:  15800",0,164039,16.9116859525818,12.8440551326648
"Innsmouth","ZIP:  15867",1,51682,-7.11205914252595,-22.6824331430288
