"Location","zipcode","rent"
"Janestown","18851",1.72719339968823
"Gravity Falls","16419",3.82194970355654
"Innsmouth","ZIP is  18133",1.45616336396797
"Hilltop","ZIP:  15011",3.56042978374409
"Dogville","ZIP:  15945",-0.266024965304648
"Innsmouth","15211",1.32916335311668
"Dogville","Zip  15995",-0.593871178744279
"Innsmouth","ZIP:  14571",1.77888909375215
"Gravity Falls","Zip  15636",1.64516885068332
"Flagstone","Zip  17408",1.90706562887016
"Hilltop","Zip  15621",1.42757700725328
"Hilltop","17440",1.67731411815535
"Krasnoy","ZIP:  15905",1.06496029318968
"Alphaville","18353",0.371864865937338
"Dogville","ZIP:  17501",-0.880676370688254
"Ebbing","16477",-0.272397299322132
"Belleville","ZIP:  16962",-0.998880756134746
"Krasnoy","Zip  17385",1.7869996801664
"Ebbing","ZIP:  18503",-2.12487198732969
"Castle Rock","Zip  18773",0.772299520603123
"Ebbing","ZIP is  16324",0.118955063197641
"Hilltop","ZIP:  18684",1.12232845964227
"Belleville","ZIP:  16573",1.166425167862
"Janestown","ZIP:  15318",1.39329492559576
"Dogville","ZIP is  14466",1.74637264378512
"Castle Rock","Zip  14668",3.02802485675572
"Dogville","Zip  14292",-1.00683445875799
"Hilltop","ZIP is  17461",1.30767189054192
"Flagstone","ZIP is  16624",1.33229477369838
"Innsmouth",NA,0.559386519338247
"Dogville","Zip  18261",0.477771125908536
"Gravity Falls","18444",0.223931624238259
"Belleville","ZIP is  17195",-0.298758859287299
"Ebbing","17560",-0.551398422718105
"Belleville","ZIP:  18748",1.05840555312087
"Castle Rock","Zip  16381",1.13869597374264
"Castle Rock","16868",1.90969768521057
"Belleville","15720",2.86404991114664
"Ebbing","15833",-2.10114390901303
"Belleville","ZIP:  14202",-0.149079415592233
"Ebbing","17537",-0.905951782236955
"Castle Rock","Zip  14551",-0.0364894682859851
"Castle Rock","ZIP is  17542",3.57290181206453
"Ebbing","Zip  17659",0.144168713655549
"Hilltop","Zip  17347",-0.748384030924285
"Hilltop","18471",1.05196878702948
"Alphaville","ZIP is  15818",-1.61148581943132
"Ebbing","Zip  14583",-2.0216119904623
"Alphaville","17954",-1.62897589381304
"Alphaville","Zip  15278",-0.729150965096989
"Hilltop","16914",1.68824637792478
"Castle Rock","15326",0.563979210876655
"Belleville","Zip  16484",1.16433406999859
"Flagstone","ZIP:  18620",1.36936920889685
"Castle Rock","Zip  14913",1.05168969120711
"Ebbing","ZIP is  18659",-1.06828186850326
"Ebbing","14825",-0.560910986355649
"Castle Rock","14747",1.76905534645825
"Ebbing","ZIP:  15028",-2.06564106832553
"Hilltop","ZIP is  16891",-0.371618321206655
"Janestown","ZIP:  15029",1.19439133745641
"Dogville","14482",-2.38092329024496
"Dogville","15503",-2.43265517900548
"Krasnoy","ZIP:  17348",1.30531054583194
"Dogville","ZIP:  18348",-2.76121823787682
"Flagstone","18607",1.69084588679349
"Castle Rock","ZIP is  17450",2.46484938024309
"Ebbing","ZIP is  15435",0.815825338416012
"Ebbing","18474",-0.790540223539241
"Alphaville","ZIP is  14044",-1.3017138051221
"Belleville","ZIP is  15022",-1.52737027655585
"Flagstone","ZIP:  15942",1.93505717448781
"Flagstone","ZIP:  17556",1.30559093761566
"Krasnoy","ZIP:  14856",-1.51632363763615
"Janestown","Zip  17798",-0.191270132048095
"Gravity Falls","ZIP:  15837",2.21663693422715
"Gravity Falls","18000",2.24013952720922
"Dogville","ZIP is  17977",0.376995536255364
"Ebbing","Zip  16937",0.326918174128498
"Innsmouth","18737",0.804900510132705
"Belleville","ZIP is  17127",1.36065236227027
"Krasnoy","Zip  15520",0.125922793639638
"Belleville","ZIP:  14137",1.23945593122378
"Krasnoy","ZIP:  18941",0.85548873164632
"Dogville","Zip  17813",-1.57040425496584
"Hilltop","ZIP is  18497",1.47945029374294
"Flagstone","ZIP:  14102",1.63689463800392
"Gravity Falls","ZIP:  14195",1.30564586953135
"Belleville","Zip  15608",0.377865226996105
"Krasnoy","ZIP:  18378",2.26985790747441
"Innsmouth","Zip  14952",0.508452098025462
"Castle Rock","18614",1.22260349937473
"Castle Rock","ZIP:  16920",0.740814336647891
"Gravity Falls","14334",0.950158636756565
"Alphaville","ZIP is  16619",-0.374407984750135
"Ebbing","ZIP is  14964",0.18372682407581
"Alphaville","ZIP:  17782",-0.0175692876516436
"Hilltop","ZIP:  15896",1.22341642663229
"Ebbing","ZIP:  17538",-2.76797079484365
"Castle Rock","ZIP:  18709",0.427532667258303
"Ebbing","ZIP:  17713",-0.270501840019756
"Innsmouth","ZIP:  15075",0.88569034342368
"Belleville","Zip  15704",2.04996294910861
"Alphaville","Zip  18402",-1.2702326339026
"Innsmouth","ZIP is  18427",2.44129769311825
"Krasnoy","Zip  16402",0.835765311511163
"Gravity Falls","14967",2.05355314323512
"Innsmouth","17832",-0.320377818372378
"Krasnoy","16824",1.12045100531822
"Innsmouth","ZIP is  16275",1.32544178407958
"Ebbing","15727",0.276186782648124
"Innsmouth","ZIP is  15633",-0.340213660717881
"Alphaville","ZIP is  16940",1.49635967897645
"Janestown","15749",2.0686363394325
"Innsmouth","ZIP is  15144",1.14428263935921
"Belleville","ZIP is  15607",1.83970199444154
"Belleville","Zip  18571",1.74004453595414
"Hilltop","17142",1.76026341941891
"Janestown","17634",2.29871780093647
"Flagstone","ZIP is  17842",2.5514871797053
"Krasnoy","16384",1.59338006891182
"Dogville","15900",-3.43552730843725
"Castle Rock","ZIP:  15345",2.76000376667918
"Innsmouth","ZIP is  14421",1.03976016212281
"Hilltop","Zip  14247",2.90931601358626
"Ebbing","ZIP is  18708",-1.99716917919712
"Alphaville","ZIP:  18664",-0.372109561607045
"Dogville","ZIP is  15937",-1.07335374492661
"Ebbing","Zip  14316",-0.334573006865816
"Ebbing","18997",-0.321295331717211
"Ebbing","Zip  17775",-1.43877953803545
"Ebbing","18976",-0.398240372038728
"Alphaville","ZIP is  16928",-1.61202920797729
"Belleville","ZIP:  16120",1.13159738864543
"Innsmouth","ZIP is  18671",2.65050602757666
"Flagstone","ZIP:  14182",1.54329565999535
"Innsmouth","ZIP:  14008",-1.17116535408663
"Flagstone","ZIP is  14569",1.17015466389735
"Castle Rock","ZIP is  16831",0.637295058278886
"Krasnoy","ZIP is  14385",0.198797774032158
"Krasnoy","ZIP is  15145",0.937071578157592
"Hilltop","ZIP:  14621",0.705884051014322
"Innsmouth","ZIP is  15327",3.08675282373924
"Krasnoy","Zip  14150",0.696041313363659
"Janestown","ZIP:  17800",0.44546837949475
"Gravity Falls","ZIP:  18577",-2.07246050119679
"Krasnoy","ZIP:  18083",-0.224044275871778
"Castle Rock","15770",1.76009250367679
"Alphaville","ZIP:  16726",-0.154802855303338
"Flagstone","ZIP is  16451",-0.961141106478005
"Alphaville","ZIP:  15208",-1.31907461650603
"Janestown","ZIP:  16023",-0.000644890749227578
"Innsmouth","ZIP is  16745",-0.0826615547855012
"Hilltop","ZIP is  17005",3.00198848940608
"Alphaville","ZIP:  17604",-3.24079943073355
"Hilltop","ZIP is  14327",0.33910473904349
"Dogville","18486",-4.29049241277292
"Belleville","17047",1.4188251946221
"Ebbing","Zip  16147",-1.01002719717268
"Castle Rock","ZIP:  14296",2.54236549959197
"Alphaville","ZIP is  16867",0.134022633575442
"Janestown","Zip  15114",0.392689694586516
"Castle Rock","ZIP:  18711",3.70828979627104
"Dogville","17311",1.09372377470782
"Gravity Falls","Zip  17184",1.3001025556794
"Castle Rock","ZIP is  16460",1.11686045717445
"Alphaville","18662",-1.57715971149075
"Krasnoy","14791",-0.543952732497482
"Belleville","ZIP is  17563",2.89026613520597
"Belleville","ZIP is  16136",1.69693481536847
"Alphaville","ZIP:  18690",-0.828022320259113
"Hilltop","18762",3.90494676709867
"Castle Rock","Zip  14869",1.63122401507804
"Krasnoy","ZIP:  18065",1.48832389199808
"Gravity Falls","Zip  15630",0.363706869332164
"Castle Rock","Zip  16776",-0.0799520235431537
"Innsmouth","Zip  18914",-0.168554703878625
"Belleville","ZIP is  14729",-1.00859704960383
"Krasnoy","14451",1.4927227273626
"Gravity Falls","Zip  14457",1.03235934869781
"Flagstone","16155",1.2544379026186
"Belleville","16537",2.47154756381476
"Alphaville","17794",1.04793411851215
"Innsmouth","Zip  15624",1.31064880677828
"Flagstone","16180",0.330653333462882
"Belleville","14862",1.94121402423703
"Hilltop","ZIP:  17833",4.44002287646006
"Alphaville","Zip  18826",-2.24777778835569
"Innsmouth","18474",-0.00878965347749916
"Innsmouth","ZIP:  18699",0.282492492548224
"Ebbing","Zip  15662",0.901265205841991
"Innsmouth","Zip  18477",1.00661308605344
"Janestown","Zip  18805",0.827586738514904
"Innsmouth","ZIP is  16626",-0.71955916623609
"Gravity Falls","16929",0.959530519814514
"Ebbing","Zip  15343",-0.305886880682766
"Dogville","ZIP:  18270",0.128271305952486
"Krasnoy","ZIP:  15318",0.397165145983832
"Janestown","17254",2.48869908354277
"Alphaville","Zip  17269",-1.02064469248297
"Flagstone","Zip  17258",2.05389337071495
"Castle Rock","ZIP is  18961",0.741514659280865
"Hilltop","Zip  16236",-0.340214344986637
"Dogville","15457",-0.0325983659535165
"Alphaville","ZIP is  15468",-0.982841214113798
"Hilltop","ZIP:  15269",0.357703919066915
"Krasnoy","ZIP is  18335",1.86581923867665
"Belleville","ZIP is  15171",0.614910459085085
"Innsmouth","ZIP is  14243",-0.692509365152219
"Castle Rock","ZIP is  17374",3.67299663706845
"Krasnoy","ZIP is  16692",-0.135192770144273
"Innsmouth","Zip  14981",1.42102128087664
"Belleville","18379",1.24122960059882
"Dogville","ZIP is  14127",0.645658878918149
"Janestown","Zip  15464",0.949181884633274
"Gravity Falls","ZIP is  18651",3.3832699672656
NA,NA,0.00509900483042713
"Belleville","ZIP:  15335",1.72872532906808
"Gravity Falls","ZIP is  16344",1.70788381428144
"Hilltop","ZIP:  15254",1.14076608692055
"Ebbing","Zip  15090",-0.774153209479359
"Flagstone","Zip  15803",1.45777932244817
"Ebbing","ZIP is  15818",-1.19533901447453
"Gravity Falls","ZIP is  16254",1.89894047418844
"Belleville","Zip  18715",1.63375893311921
"Janestown","ZIP is  15815",2.97886387045479
"Alphaville","ZIP is  18427",-2.38452627224915
"Innsmouth","ZIP is  16542",0.863732564499926
"Dogville","ZIP is  18219",-1.80005772825944
"Castle Rock","ZIP:  17889",2.2150688889634
"Krasnoy","15664",1.92463144504617
"Castle Rock","16279",-1.21550599399973
"Janestown","Zip  16307",1.08400731010498
"Dogville","17208",-2.0592773749916
"Dogville","ZIP is  18170",-0.970997553683597
"Hilltop","18502",2.30672161042975
"Innsmouth","ZIP is  15518",0.828436721404916
"Castle Rock","ZIP:  15837",0.716170327322063
"Belleville","16174",1.19335806336379
"Ebbing","Zip  14349",-0.636070194534458
"Janestown","ZIP:  18004",1.18157225534346
"Hilltop","ZIP:  18168",0.966267559361758
"Janestown","ZIP is  16059",1.20899143602693
"Janestown","ZIP is  16647",2.28980524972299
"Innsmouth","ZIP:  15439",1.21118258641062
"Belleville","ZIP is  18363",1.31315772326729
"Belleville","ZIP:  15981",1.32729408711058
"Krasnoy","ZIP is  17541",1.98273543399011
"Dogville","Zip  14596",-0.260789554468915
"Alphaville","ZIP is  18171",-2.49780680104845
"Ebbing","15325",-0.306642484760017
"Krasnoy","ZIP is  17928",4.32395139493183
"Belleville","ZIP:  17133",1.3318964625259
"Castle Rock","18307",0.958455214673545
"Flagstone","ZIP is  18322",1.06317696778679
"Krasnoy","18870",1.45932068306662
"Belleville","Zip  15447",-0.078321637216565
"Gravity Falls","ZIP is  18793",1.59826077057016
"Flagstone","ZIP is  18598",1.01371772226845
"Janestown","17894",2.62818639702131
"Castle Rock","18725",2.95719104480665
"Ebbing","ZIP is  15314",-1.53593511350462
"Dogville","Zip  16197",0.248638755237793
"Gravity Falls","Zip  16061",0.791686506793758
"Flagstone","ZIP is  17960",2.02205696545632
"Dogville","Zip  18013",-1.43077654643588
"Dogville","ZIP is  16027",-1.16696506326652
"Krasnoy","ZIP:  14432",2.22989223423851
"Innsmouth","17263",-0.369524538271912
"Belleville","Zip  15783",2.75583212934639
"Ebbing","18069",-0.867041615760031
"Krasnoy","ZIP:  14513",-0.576729546704546
"Alphaville","ZIP:  15345",0.55384240166399
"Castle Rock","Zip  17280",2.98055526228594
"Alphaville","Zip  17498",0.270520039406019
"Hilltop","ZIP is  14936",0.169671637622574
"Belleville","15438",1.46401746699738
"Innsmouth","15841",1.05726011715423
"Flagstone","ZIP is  16838",-0.0221542503737369
"Ebbing","ZIP:  16024",-0.0180889461588457
"Janestown","15698",2.06956421831415
"Krasnoy","Zip  17790",-1.93167830867929
"Hilltop","ZIP is  17563",0.33709190424489
"Flagstone","Zip  16402",1.82975474356117
"Alphaville","ZIP is  18363",-0.493815661500427
"Castle Rock","ZIP is  16208",-0.313863798820371
"Hilltop","Zip  18618",3.03030461187451
"Krasnoy","Zip  18176",1.59908777733098
"Belleville","ZIP is  18302",1.18890010662767
"Belleville","18747",1.00370914122264
"Janestown","15288",2.65037303574227
"Innsmouth","ZIP:  16887",-0.846454654285406
"Alphaville","ZIP:  16109",-0.777424763132682
"Krasnoy","15507",1.89064113478687
"Gravity Falls","ZIP:  17638",-1.24622747801054
"Janestown","ZIP:  18882",1.22812100598551
"Belleville","Zip  15451",0.931588347741055
"Alphaville","ZIP:  16374",0.367558405203989
"Krasnoy","Zip  14662",0.909098509807379
"Gravity Falls","Zip  17213",0.510802621518979
"Ebbing","14572",0.348933225818222
"Belleville","16274",2.96794871365098
"Dogville","ZIP is  15633",0.502455762409728
"Hilltop","14995",0.639614240295859
NA,"Zip  17408",2.14970153713506
"Krasnoy","15452",1.73477608572594
"Dogville","ZIP is  14473",-0.82540901860573
"Gravity Falls","15909",-1.07657310797218
"Flagstone","ZIP is  18146",1.94725570325014
"Ebbing","Zip  15024",-0.2982533855584
"Janestown","ZIP is  18425",0.0614914835316943
"Gravity Falls","17555",1.76181113352256
"Krasnoy","ZIP:  16020",-0.996243675889612
"Alphaville","Zip  16114",-1.12042130298255
"Janestown","ZIP:  14944",1.55996675509425
"Innsmouth","ZIP is  16146",3.15589539353565
"Alphaville","ZIP is  14728",-2.15305077793156
"Ebbing","ZIP:  15898",0.40748886826239
"Janestown","Zip  15640",1.30022631264352
"Flagstone","ZIP:  15102",-0.823706742726477
"Innsmouth","ZIP is  18833",0.885352681182971
"Alphaville","Zip  17149",1.03170736149902
"Castle Rock","Zip  16923",0.631220429000379
"Alphaville","ZIP:  16639",-1.25226199714176
"Castle Rock","ZIP is  17364",2.09681341401071
"Belleville","Zip  16182",1.75641487540051
"Dogville","ZIP is  17825",-2.82074826489595
"Alphaville","17488",0.0420598758840544
"Krasnoy","15883",1.18879693436694
"Krasnoy","ZIP is  17836",1.91584204991452
"Ebbing","Zip  18918",-1.49356541648898
"Ebbing","ZIP is  14909",0.65023686635471
"Hilltop","ZIP:  14487",2.64946005213641
"Flagstone","ZIP:  18957",1.91300448829246
"Janestown","Zip  17790",-0.116746845065019
"Krasnoy","ZIP:  16267",4.6390801082204
"Flagstone","ZIP:  17760",2.06557162922536
"Innsmouth","ZIP:  17605",0.81372053326241
"Ebbing","Zip  16057",-1.24282120542222
"Alphaville","ZIP is  14614",0.432755168041713
"Flagstone","17151",2.65610380752319
"Ebbing","Zip  17198",-0.496657503092187
"Ebbing","ZIP is  17322",-1.03751660405635
"Janestown","18511",2.04031093695872
"Janestown","15581",4.85395835902654
"Dogville","16196",0.366984248712215
"Flagstone","ZIP:  18536",2.40113508300324
"Krasnoy","ZIP is  15427",-1.25288524065913
"Belleville","ZIP is  15844",2.37897809579586
"Dogville","Zip  16536",-1.53071046596236
"Dogville","ZIP:  17121",-0.250521311247716
"Alphaville","ZIP is  18793",-0.828850814188593
"Innsmouth","Zip  15908",0.478995424948207
"Dogville","15010",0.413673587056918
"Belleville","Zip  17203",3.04747891823926
"Hilltop","ZIP:  15489",1.21412672246381
"Krasnoy","ZIP:  16302",2.33649191778387
"Krasnoy","ZIP is  14224",1.09871273622508
"Flagstone","ZIP is  15480",4.25273137491907
"Castle Rock","ZIP is  18137",0.0787592563714266
"Dogville","ZIP is  18581",0.690400724599644
"Dogville","17439",-0.544622787561186
"Innsmouth","ZIP is  14820",0.91120304378524
"Hilltop","ZIP is  15633",1.33486112507044
"Flagstone","Zip  18462",1.55278977467727
"Innsmouth","14109",4.03464425202027
"Krasnoy","ZIP:  17847",1.33431501566765
"Belleville","ZIP:  15556",-0.80139458141531
"Castle Rock","ZIP:  15905",2.02162542381782
"Krasnoy","Zip  16917",1.41330874662789
"Belleville","Zip  14294",1.34580031117462
"Gravity Falls","ZIP is  18107",1.04139042042661
"Belleville","ZIP:  15679",2.69642180112782
"Ebbing","Zip  14225",0.581577125828367
"Gravity Falls","ZIP:  17986",1.3886416235954
"Janestown","Zip  17120",2.29843745654681
"Castle Rock","ZIP is  15650",2.32886759068825
"Alphaville","ZIP:  14074",0.812501800453204
"Janestown","ZIP:  18566",2.2431266031312
"Hilltop","ZIP:  18436",3.03073994581694
"Castle Rock","ZIP:  14880",1.55723449503679
"Castle Rock","ZIP is  17494",1.42057093235754
"Innsmouth","14883",-1.10226027169244
"Janestown","ZIP is  16096",1.46386022981322
"Castle Rock","ZIP:  18328",1.16285901124862
"Gravity Falls","ZIP is  18445",1.65429967256355
"Ebbing","17770",-1.10078417615111
"Krasnoy","16796",3.90803360913343
"Alphaville","15272",0.0563783596957607
"Belleville","Zip  16045",1.27897579690036
"Innsmouth","Zip  15169",0.879487821353295
"Krasnoy","ZIP is  18445",3.77361877699756
"Innsmouth","ZIP:  18112",-0.318210566879923
"Hilltop","ZIP is  18833",2.2782224102638
"Ebbing","ZIP:  14318",1.97609626262647
"Castle Rock","Zip  14671",2.44986248852435
"Dogville","ZIP is  17743",-0.657396224349282
"Hilltop","ZIP:  18790",1.11686876228152
NA,"ZIP is  17084",-0.327629567657801
"Innsmouth","ZIP:  18709",1.30498936324617
"Dogville","ZIP:  17534",0.364233326714149
"Hilltop","14616",3.16836484111686
"Krasnoy","17222",-0.369327030201327
"Gravity Falls","ZIP is  17422",-0.229806441235645
"Janestown","18203",2.49050367439286
"Janestown","Zip  17080",2.29805323968392
"Flagstone","17818",2.45559731540782
"Alphaville","ZIP is  15514",-0.663837917268279
"Castle Rock","ZIP:  17899",3.20635528300704
"Ebbing","ZIP is  17675",1.99755703484724
"Castle Rock","Zip  16474",1.11906976418452
"Janestown","ZIP is  14878",3.0767041474809
"Gravity Falls","ZIP:  15678",3.99906784066327
"Flagstone","ZIP is  17661",2.1335851576287
"Ebbing","18645",-0.911304801668427
"Gravity Falls","14424",1.00485845218627
"Innsmouth","14488",1.3867803901191
"Hilltop","14638",3.33622494474203
"Krasnoy","ZIP is  15290",1.14144292620616
"Alphaville","15800",0.635973719061312
"Innsmouth","ZIP:  15867",1.69980760511152
"Janestown","18248",3.03216561240632
"Ebbing","17045",-2.53390032560818
"Hilltop","14085",0.86125257452646
"Belleville","Zip  18131",1.94206027276039
"Dogville","17578",1.04213666806723
"Gravity Falls","16868",2.04216121080002
"Dogville","ZIP is  16054",0.6167761742905
"Alphaville","ZIP is  14741",-0.402414401040385
"Castle Rock","ZIP is  15232",2.28688350068602
"Ebbing","Zip  16287",-0.570395746339274
"Innsmouth","ZIP is  17083",0.899604139035141
"Janestown","ZIP is  18777",1.13372203024973
"Hilltop","ZIP:  18709",1.59348686416791
"Krasnoy","ZIP is  15099",1.57339913894714
"Dogville","Zip  17467",-2.01386372585137
"Hilltop","ZIP:  15188",2.46511729673872
"Gravity Falls","ZIP:  15270",1.0176191927714
"Hilltop","ZIP is  18677",1.2978828291509
"Ebbing","ZIP is  18814",-0.172388123621648
"Alphaville","ZIP:  16893",0.184081156400053
"Krasnoy","ZIP:  17076",1.81053088432808
"Janestown","18070",1.24672251424743
"Janestown","Zip  14981",1.05537046239
"Krasnoy","ZIP:  17583",4.38736959614248
"Ebbing","ZIP:  17252",-1.20037222333623
"Ebbing","ZIP is  15174",1.05815657276377
"Castle Rock","Zip  16115",1.52149330643534
"Innsmouth","ZIP is  18637",3.76400571531371
"Belleville","15682",1.96444213068274
"Hilltop","Zip  16483",1.93219523044275
"Flagstone","ZIP:  18229",1.44067733209602
"Belleville","ZIP is  14802",3.32660929890283
"Castle Rock","ZIP is  14648",3.17201865807801
"Belleville","ZIP is  14863",2.66606013963823
"Hilltop","ZIP is  18250",3.10636447736003
"Dogville","Zip  14233",1.17095209397752
"Alphaville","ZIP:  18270",-2.67037418321606
"Janestown","ZIP:  15303",1.79201882694394
"Alphaville","ZIP is  14832",-2.18282592190248
"Alphaville","ZIP:  18340",-0.114807026003639
"Dogville","14450",-0.607443727720836
"Hilltop","ZIP:  16870",1.95442306311043
"Hilltop","ZIP is  14819",1.3873655263839
"Flagstone","ZIP is  16096",2.05870579889269
"Krasnoy","ZIP:  18990",1.32002244818304
"Ebbing","ZIP is  14211",0.714478682238574
"Hilltop","ZIP is  17322",1.16387198052622
"Gravity Falls","ZIP:  15249",3.84976977764738
"Innsmouth","ZIP is  18955",0.839348375670133
NA,NA,3.35032513472244
"Alphaville","18563",-0.0280428427949465
"Janestown","17645",0.712688378111162
"Hilltop","Zip  18591",0.510574417676232
"Janestown","16200",2.18789727388868
"Gravity Falls","ZIP is  15607",4.05226202466179
"Belleville","17088",2.53384633715956
"Alphaville","16681",-3.2729417097802
"Castle Rock","ZIP is  16027",2.47039847650318
"Ebbing","Zip  14190",1.11451270573208
"Innsmouth","ZIP:  14553",-0.158538135788127
"Castle Rock","18338",1.37472533941151
"Krasnoy","ZIP:  16343",2.12684972182464
"Belleville","ZIP:  14841",3.17773244297373
"Alphaville","ZIP:  14245",1.3958814223481
"Alphaville","Zip  16697",-0.660444962448157
"Hilltop","ZIP is  17444",2.23196663403846
"Flagstone","ZIP is  15456",0.305049132165997
"Belleville","ZIP is  18928",2.15656675876442
"Gravity Falls","18204",1.70881598276738
"Flagstone","Zip  14895",1.57861337225471
"Gravity Falls","Zip  16913",2.06497152551651
"Krasnoy","15560",1.06072638016276
"Flagstone","ZIP is  16262",3.26096453826839
"Belleville","15457",2.99252198873017
"Flagstone","ZIP is  15096",2.31690666396923
"Ebbing","Zip  16973",1.2130683507268
"Innsmouth","Zip  18237",0.370569656526808
"Alphaville","ZIP is  15244",0.835126056940116
"Flagstone","ZIP:  15547",2.57622054577595
"Krasnoy","Zip  14206",0.974189728376959
"Castle Rock","ZIP:  18727",2.6236882515877
"Innsmouth","ZIP:  14311",-1.25462667807738
"Flagstone","ZIP:  14301",2.43398965205368
"Dogville","17045",-0.911333741170677
"Innsmouth","Zip  17837",1.56235392186062
"Castle Rock","ZIP is  16394",2.6113863938065
"Flagstone","ZIP is  16301",-0.258519604859373
"Belleville","16538",3.27470202594087
"Hilltop","ZIP:  18595",4.05688861646502
"Dogville","ZIP is  16385",0.0169740000763963
"Hilltop","ZIP:  17252",3.19523790292696
"Janestown","ZIP is  17063",2.17071675687717
"Belleville","ZIP is  16249",-0.076254729926441
"Hilltop","ZIP:  16374",3.25107463145198
"Hilltop","ZIP:  14286",1.57219351265649
"Janestown","18774",1.6007716890775
"Innsmouth","ZIP is  16933",2.85040658188283
"Gravity Falls","15644",1.38820740260269
"Janestown","ZIP:  17199",3.23143353991208
"Castle Rock","ZIP:  14894",2.24403031154742
"Innsmouth","Zip  15640",0.713661579513806
"Castle Rock","Zip  16582",2.56267454210779
"Alphaville","Zip  16955",0.545431897167856
"Flagstone","ZIP:  16588",0.24200706739998
"Belleville","17630",2.41377957199429
"Belleville","Zip  14829",3.25219730838277
"Ebbing","Zip  14288",-2.32748944504211
"Belleville","ZIP is  17953",2.4320751087394
"Flagstone","Zip  17446",0.780493516721524
"Krasnoy","16148",2.15157772977698
"Innsmouth","14962",1.96402058649893
"Janestown","Zip  17377",1.66740082586013
"Krasnoy","ZIP:  18192",-0.514823848380413
"Innsmouth","ZIP is  17701",1.84693520370561
"Flagstone","14810",2.35298865678874
"Castle Rock","14062",0.885703542005326
"Belleville","ZIP:  17792",1.97240363136899
"Krasnoy","17343",0.87436379835933
"Alphaville","16904",0.986228353919099
"Belleville","ZIP:  18103",0.631353943294226
"Ebbing","ZIP:  17312",-0.701509230048129
"Hilltop","17668",3.06344643431596
"Hilltop","ZIP:  15648",2.8750638910065
"Innsmouth","Zip  16983",2.26666164887091
"Janestown","ZIP is  18912",2.53039402702886
"Belleville","ZIP is  16473",2.39788814383387
"Belleville","ZIP is  15184",2.22751265278691
"Castle Rock","Zip  15395",0.895915326134359
"Dogville","ZIP is  17194",0.4576570614331
"Flagstone","Zip  18591",0.061442712243032
"Belleville","ZIP is  16034",2.28364808169093
"Janestown","Zip  16761",3.30488176170919
"Ebbing","ZIP is  18811",-0.346859250723474
"Gravity Falls","18588",2.31717674938534
"Alphaville","17215",-0.413177245155292
"Castle Rock","Zip  16954",1.11730590023138
"Castle Rock","ZIP:  18795",1.56245425482929
"Janestown","Zip  16436",1.64173715883619
"Dogville","Zip  14702",-1.31091071743191
"Castle Rock","Zip  17029",2.65074218942708
"Gravity Falls","Zip  16455",3.2695490360574
"Flagstone","Zip  16319",2.87901178383047
"Gravity Falls","18290",1.25017138449558
"Innsmouth","ZIP is  15932",3.95583690453458
"Janestown","15175",-0.203442480645271
"Dogville","Zip  18681",-1.11163232481298
"Castle Rock","ZIP is  14887",3.38607199932996
"Alphaville","ZIP:  16156",-0.79870309822124
"Castle Rock","ZIP:  14218",2.84389713823291
"Hilltop","ZIP is  14097",0.558351647601228
"Janestown","18471",0.403025244076766
"Castle Rock","16851",3.04650315434498
"Innsmouth","Zip  14104",0.983543250841826
"Alphaville","ZIP is  16820",2.09824353795885
"Janestown","ZIP:  18652",2.78381488974339
"Innsmouth","ZIP is  15730",-0.670888917020507
"Castle Rock","ZIP:  16427",2.47214966335454
"Flagstone","ZIP:  17698",2.48729204806969
"Belleville","ZIP:  18177",3.28146870312353
"Alphaville","ZIP is  15815",0.8362784939717
"Flagstone","ZIP:  18078",2.59970304877377
"Krasnoy","ZIP:  14640",1.99830736778923
"Gravity Falls","ZIP is  16096",1.585986642961
"Belleville","15055",2.06381720783268
"Belleville","Zip  15897",1.47527320470805
"Flagstone","17597",3.31824448243744
"Alphaville","Zip  14970",-1.55305182807843
"Innsmouth","14336",2.09265202901661
"Innsmouth","14300",0.334969819913649
"Dogville","ZIP is  18760",-1.31735158540457
"Castle Rock","ZIP is  17943",0.355818420380944
"Janestown","ZIP:  14074",3.58588000474263
"Flagstone","16098",2.35069231171341
"Dogville","ZIP:  18464",-0.555251442479769
"Dogville","14072",-1.42212836662887
"Flagstone","17946",3.46584123346742
"Hilltop","Zip  18658",0.671632078234042
"Castle Rock","ZIP:  16674",0.450108838600944
"Innsmouth","Zip  17712",2.79600081394275
"Janestown","14681",3.29884715106268
"Flagstone","ZIP is  18939",0.0541561680513533
"Dogville","ZIP is  14782",-2.47062094723173
"Dogville","ZIP:  14816",-0.579733170570244
"Innsmouth","17794",2.17712627869818
"Ebbing","ZIP:  18343",1.24891566462194
"Alphaville","Zip  17425",0.644373832493567
"Alphaville","ZIP:  17037",1.19058993689035
"Gravity Falls","Zip  14416",2.38245972448109
"Flagstone","Zip  17470",3.38434439553154
"Janestown","16538",2.07975399801057
"Alphaville","ZIP:  16360",0.45761210765471
"Ebbing","15909",-1.81129183722924
"Castle Rock","ZIP is  15281",1.30533070899069
"Ebbing","ZIP is  16473",0.136775508796924
"Krasnoy","ZIP:  14345",2.07597465764988
"Belleville","ZIP:  14464",1.14687699335742
"Ebbing","ZIP is  15748",-1.10771035877709
"Janestown","Zip  16653",1.82751522758953
"Gravity Falls","Zip  14103",0.705585927640367
"Krasnoy","ZIP:  17591",0.944152319384231
